samplename,superkingdom,kingdom,subkingdom,phylum,class,subclass,order,suborder,family,subfamily,tribe,genus,species
M01895:175:000000000-CJJKT:1:1113:7730:12403__kiwi2019__AG0320-687__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:2110:9684:23038__kiwi2019__AG0320-701__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Bradyrhizobiaceae,,,,
M01895:175:000000000-CJJKT:1:1105:13207:11451__kiwi2019__AG0320-053__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Sutterellaceae,,,,
M01895:175:000000000-CJJKT:1:1107:9190:6613__kiwi2019__AG0320-180__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Chaetothyriomycetidae,,,,,,,
M01895:175:000000000-CJJKT:1:1106:18726:25243__kiwi2019__AG0320-094__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,Bacteroides rodentium
M01895:175:000000000-CJJKT:1:1110:14075:18517__kiwi2019__AG0320-276__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Methylobacteriaceae,,,Methylobacterium,
M01895:175:000000000-CJJKT:1:2103:23620:7141__kiwi2019__AG0320-629__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Sordariomycetes,Hypocreomycetidae,Hypocreales,,Clavicipitaceae,,,,
M01895:175:000000000-CJJKT:1:1109:14088:20336__kiwi2019__AG0320-531__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,Mycobacteriaceae,,,Mycobacterium,
M01895:175:000000000-CJJKT:1:1101:16889:21643__kiwi2019__AG0320-678__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Caulobacterales,,Caulobacteraceae,,,Asticcacaulis,
M01895:175:000000000-CJJKT:1:2110:17502:21573__kiwi2019__AG0320-052__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1111:3765:21851__kiwi2019__AG0320-517__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,,Moraxellaceae,,,Acinetobacter,
M01895:175:000000000-CJJKT:1:2107:11465:8324__kiwi2019__AG0320-422__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,,,,,
M01895:175:000000000-CJJKT:1:2112:8185:4978__kiwi2019__AG0320-280__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Bacillaceae,,,Bacillus,
M01895:175:000000000-CJJKT:1:1111:16992:5126__kiwi2019__AG0320-600__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Methylobacteriaceae,,,Methylobacterium,
M01895:175:000000000-CJJKT:1:2103:21925:13494__kiwi2019__AG0320-299__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2104:4115:14639__kiwi2019__AG0320-013__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:1112:29171:19050__kiwi2019__AG0320-612__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,,Pseudomonadaceae,,,Pseudomonas,
M01895:175:000000000-CJJKT:1:2105:17417:9069__kiwi2019__AG0320-027__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,Morganellaceae,,,Providencia,
M01895:175:000000000-CJJKT:1:2101:27675:13769__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,,
M01895:175:000000000-CJJKT:1:2109:19874:24763__kiwi2019__AG0320-272__515f,Eukaryota,Fungi,Dikarya,Ascomycota,,,,,,,,,
M01895:175:000000000-CJJKT:1:2106:6699:7837__kiwi2019__AG0320-011__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,Granulicella,
M01895:175:000000000-CJJKT:1:2101:19491:12249__kiwi2019__AG0320-010__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Tannerellaceae,,,Parabacteroides,
M01895:175:000000000-CJJKT:1:1111:8348:16148__kiwi2019__AG0320-832__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,,Pseudomonadaceae,,,Pseudomonas,
M01895:175:000000000-CJJKT:1:1112:25609:15106__kiwi2019__AG0320-276__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Rhodanobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1102:23266:10982__kiwi2019__AG0320-778__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,,,,
M01895:175:000000000-CJJKT:1:2101:14876:8441__kiwi2019__AG0320-055__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1101:11508:13156__kiwi2019__AG0320-265__515f,Bacteria,,,Firmicutes,Bacilli,,Lactobacillales,,Streptococcaceae,,,Streptococcus,
M01895:175:000000000-CJJKT:1:1114:11067:4582__kiwi2019__AG0320-049__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2114:15785:22741__kiwi2019__AG0320-284__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,Gordoniaceae,,,Gordonia,
M01895:175:000000000-CJJKT:1:1103:6395:11274__kiwi2019__AG0320-161__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:27178:13973__kiwi2019__AG0320-638__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Comamonadaceae,,,,
M01895:175:000000000-CJJKT:1:1103:20157:15299__kiwi2019__AG0320-030__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Cellulomonadaceae,,,Cellulomonas,
M01895:175:000000000-CJJKT:1:1105:4157:12742__kiwi2019__AG0320-263__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Taphrinomycetes,,Taphrinales,,Taphrinaceae,,,Taphrina,
M01895:175:000000000-CJJKT:1:1109:5261:9284__kiwi2019__AG0320-726__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,Corynebacteriaceae,,,Corynebacterium,
M01895:175:000000000-CJJKT:1:1105:7627:25974__kiwi2019__AG0320-041__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1112:24634:15682__kiwi2019__AG0320-240__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Leotiomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:2101:22098:6592__kiwi2019__AG0320-262__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,,,,,
M01895:175:000000000-CJJKT:1:1110:5585:17543__kiwi2019__AG0320-289__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Nakamurellales,,Nakamurellaceae,,,Nakamurella,
M01895:175:000000000-CJJKT:1:2101:8538:7501__kiwi2019__AG0320-684__515f,Eukaryota,Viridiplantae,,Streptophyta,,Pinidae,Araucariales,,Podocarpaceae,,,,
M01895:175:000000000-CJJKT:1:1112:10748:25902__kiwi2019__AG0320-374__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:11320:8052__kiwi2019__AG0320-156__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:23041:7095__kiwi2019__AG0320-114__515f,Bacteria,,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,,Flavobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1111:27379:20289__kiwi2019__AG0320-006__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Pseudonocardiales,,Pseudonocardiaceae,,,Pseudonocardia,uncultured Pseudonocardia sp.
M01895:175:000000000-CJJKT:1:2105:28052:16095__kiwi2019__AG0320-475__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,Roseococcus,
M01895:175:000000000-CJJKT:1:2107:8135:14659__kiwi2019__AG0320-317__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Alcaligenaceae,,,,
M01895:175:000000000-CJJKT:1:2110:12740:10755__kiwi2019__AG0320-014__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,,
M01895:175:000000000-CJJKT:1:1105:4933:8190__kiwi2019__AG0320-420__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:7072:5482__kiwi2019__AG0320-172__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1109:5235:15796__kiwi2019__AG0320-243__515f,Bacteria,,,Acidobacteria,Solibacteres,,Solibacterales,,Solibacteraceae,,,Candidatus Solibacter,uncultured Solibacter sp.
M01895:175:000000000-CJJKT:1:2108:6876:15425__kiwi2019__AG0320-013__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:2102:7965:17660__kiwi2019__AG0320-150__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:28285:19904__kiwi2019__AG0320-029__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2114:16641:7045__kiwi2019__AG0320-446__515f,Eukaryota,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:13859:17506__kiwi2019__AG0320-114__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:16077:22129__kiwi2019__AG0320-052__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiaceae,,,Butyricicoccus,
M01895:175:000000000-CJJKT:1:1113:18676:18184__kiwi2019__AG0320-475__515f,Bacteria,,,Actinobacteria,Actinobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:15280:23540__kiwi2019__AG0320-201__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:20287:3978__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Erysipelotrichia,,Erysipelotrichales,,Erysipelotrichaceae,,,Faecalitalea,Faecalitalea cylindroides
M01895:175:000000000-CJJKT:1:1102:5957:10391__kiwi2019__AG0320-112__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiaceae,,,Clostridium,
M01895:175:000000000-CJJKT:1:2101:17373:5617__kiwi2019__AG0320-020__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2106:2166:16952__kiwi2019__AG0320-650__515f,Bacteria,,,Firmicutes,Bacilli,,Lactobacillales,,Lactobacillaceae,,,Lactobacillus,
M01895:175:000000000-CJJKT:1:2113:22163:12515__kiwi2019__AG0320-037__515f,Bacteria,,,Firmicutes,Negativicutes,,Acidaminococcales,,Acidaminococcaceae,,,Phascolarctobacterium,
M01895:175:000000000-CJJKT:1:2104:16943:18294__kiwi2019__AG0320-150__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:26028:24513__kiwi2019__AG0320-071__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1107:24591:21874__kiwi2019__AG0320-192__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Taphrinomycetes,,Taphrinales,,Taphrinaceae,,,Taphrina,
M01895:175:000000000-CJJKT:1:2104:6521:24814__kiwi2019__AG0320-017__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1108:9995:22649__kiwi2019__AG0320-697__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:2110:26680:10506__kiwi2019__AG0320-010__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Comamonadaceae,,,,
M01895:175:000000000-CJJKT:1:2112:15729:4435__kiwi2019__AG0320-284__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:18626:21325__kiwi2019__AG0320-051__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2103:19239:21362__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:17391:16641__kiwi2019__AG0320-422__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Bacillaceae,,,Geobacillus,
M01895:175:000000000-CJJKT:1:2104:20647:15603__kiwi2019__AG0320-094__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:2108:10273:5417__kiwi2019__AG0320-292__515f,Bacteria,,,Actinobacteria,Thermoleophilia,,Solirubrobacterales,,,,,,
M01895:175:000000000-CJJKT:1:1111:24494:8685__kiwi2019__AG0320-293__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:12365:7646__kiwi2019__AG0320-475__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,Singulisphaera,uncultured Singulisphaera sp.
M01895:175:000000000-CJJKT:1:1107:26825:17374__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:16707:14526__kiwi2019__AG0320-685__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Mycocaliciomycetidae,Mycocaliciales,,Mycocaliciaceae,,,,
M01895:175:000000000-CJJKT:1:2102:23424:9498__kiwi2019__AG0320-293__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Rhodanobacteraceae,,,Dokdonella,uncultured Dokdonella sp.
M01895:175:000000000-CJJKT:1:1108:17321:8413__kiwi2019__AG0320-384__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Enterobacterales,,,,,,
M01895:175:000000000-CJJKT:1:1113:19530:25958__kiwi2019__AG0320-687__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Leotiomycetes,,Helotiales,,,,,,
M01895:175:000000000-CJJKT:1:2106:22299:25600__kiwi2019__AG0320-011__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Comamonadaceae,,,Schlegelella,
M01895:175:000000000-CJJKT:1:1102:7017:16107__kiwi2019__AG0320-114__515f,Bacteria,,,Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,,Sphingobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1105:15316:4597__kiwi2019__AG0320-053__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:1107:24059:12484__kiwi2019__AG0320-004__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1113:25610:7460__kiwi2019__AG0320-106__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2103:21391:3675__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:13214:21318__kiwi2019__AG0320-315__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Taphrinomycetes,,Taphrinales,,,,,,
M01895:175:000000000-CJJKT:1:1105:6134:7754__kiwi2019__AG0320-204__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Lecanorineae,,,,,
M01895:175:000000000-CJJKT:1:1110:10781:3918__kiwi2019__AG0320-292__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:2108:26343:24040__kiwi2019__AG0320-292__515f,Bacteria,,,Verrucomicrobia,Verrucomicrobiae,,Verrucomicrobiales,,Verrucomicrobiaceae,,,,
M01895:175:000000000-CJJKT:1:2113:12130:16597__kiwi2019__AG0320-112__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1102:26106:24040__kiwi2019__AG0320-009__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Peptococcaceae,,,Peptococcus,uncultured Peptococcus sp.
M01895:175:000000000-CJJKT:1:1104:11322:6710__kiwi2019__AG0320-180__515f,Eukaryota,Viridiplantae,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:19415:22231__kiwi2019__AG0320-687__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Leotiomycetes,,Helotiales,,,,,,
M01895:175:000000000-CJJKT:1:1110:27276:23038__kiwi2019__AG0320-190__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:2106:28433:20097__kiwi2019__AG0320-104__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Caulobacterales,,Caulobacteraceae,,,Caulobacter,
M01895:175:000000000-CJJKT:1:2108:14646:1710__kiwi2019__AG0320-736__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,,Rhodobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2105:19852:6941__kiwi2019__AG0320-094__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Bacteroidaceae,,,Bacteroides,
M01895:175:000000000-CJJKT:1:1101:18427:14808__kiwi2019__AG0320-101__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1109:24055:24939__kiwi2019__AG0320-276__515f,Eukaryota,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2113:8713:22896__kiwi2019__AG0320-621__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Propionibacteriales,,Nocardioidaceae,,,Nocardioides,
M01895:175:000000000-CJJKT:1:2102:13390:15219__kiwi2019__AG0320-295__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:17199:17754__kiwi2019__AG0320-468__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Rhodocyclales,,Rhodocyclaceae,,,Azospira,
M01895:175:000000000-CJJKT:1:1101:11617:17648__kiwi2019__AG0320-700__515f,Bacteria,,,Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,,Sphingobacteriaceae,,,Mucilaginibacter,uncultured Mucilaginibacter sp.
M01895:175:000000000-CJJKT:1:2102:19571:9876__kiwi2019__AG0320-683__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1107:9117:25631__kiwi2019__AG0320-657__515f,Bacteria,,,Firmicutes,Tissierellia,,Tissierellales,,Peptoniphilaceae,,,Anaerococcus,
M01895:175:000000000-CJJKT:1:2106:24368:14577__kiwi2019__AG0320-262__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Chelatococcaceae,,,Chelatococcus,
M01895:175:000000000-CJJKT:1:1112:11416:4039__kiwi2019__AG0320-441__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Geodermatophilales,,Geodermatophilaceae,,,,
M01895:175:000000000-CJJKT:1:2101:10068:2626__kiwi2019__AG0320-446__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Taphrinomycetes,,Taphrinales,,,,,,
M01895:175:000000000-CJJKT:1:1101:23748:22485__kiwi2019__AG0320-040__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,,,,,
M01895:175:000000000-CJJKT:1:1103:8273:5953__kiwi2019__AG0320-021__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:15410:6632__kiwi2019__AG0320-775__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Eurotiomycetes,Eurotiomycetidae,Eurotiales,,Trichocomaceae,,,Talaromyces,
M01895:175:000000000-CJJKT:1:1111:19228:18332__kiwi2019__AG0320-312__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:1113:16275:3941__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:25843:13449__kiwi2019__AG0320-286__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1106:21265:22142__kiwi2019__AG0320-293__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2106:11542:4068__kiwi2019__AG0320-094__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Odoribacteraceae,,,Odoribacter,
M01895:175:000000000-CJJKT:1:2110:13916:17403__kiwi2019__AG0320-325__515f,Bacteria,,,Proteobacteria,Oligoflexia,,Bdellovibrionales,,Bdellovibrionaceae,,,Bdellovibrio,uncultured Bdellovibrio sp.
M01895:175:000000000-CJJKT:1:1103:28270:14638__kiwi2019__AG0320-100__515f,Bacteria,,,Firmicutes,Negativicutes,,Veillonellales,,Veillonellaceae,,,,
M01895:175:000000000-CJJKT:1:2101:18622:4281__kiwi2019__AG0320-243__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,,,,,
M01895:175:000000000-CJJKT:1:2105:15301:20576__kiwi2019__AG0320-315__515f,Bacteria,,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,,Flavobacteriaceae,,,Flavobacterium,
M01895:175:000000000-CJJKT:1:2108:10862:25107__kiwi2019__AG0320-176__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Dothideomycetidae,Myriangiales,,,,,,
M01895:175:000000000-CJJKT:1:1103:15526:11207__kiwi2019__AG0320-024__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Micrococcaceae,,,,
M01895:175:000000000-CJJKT:1:1105:24701:8288__kiwi2019__AG0320-042__515f,Bacteria,,,Tenericutes,Mollicutes,,Acholeplasmatales,,Acholeplasmataceae,,,Candidatus Phytoplasma,
M01895:175:000000000-CJJKT:1:1113:25411:10361__kiwi2019__AG0320-693__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Methylocystaceae,,,,
M01895:175:000000000-CJJKT:1:2104:3775:18427__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1101:16308:26333__kiwi2019__AG0320-418__515f,Eukaryota,Fungi,Dikarya,Basidiomycota,Tremellomycetes,,Cystofilobasidiales,,,,,,
M01895:175:000000000-CJJKT:1:1107:23951:16999__kiwi2019__AG0320-668__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Pseudonocardiales,,Pseudonocardiaceae,,,,
M01895:175:000000000-CJJKT:1:1112:20735:7812__kiwi2019__AG0320-078__515f,Eukaryota,,,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Eimeriidae,,,,
M01895:175:000000000-CJJKT:1:2102:14827:2690__kiwi2019__AG0320-052__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2103:27710:14494__kiwi2019__AG0320-360__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Leotiomycetes,,Helotiales,,,,,,
M01895:175:000000000-CJJKT:1:2109:20538:12695__kiwi2019__AG0320-289__515f,Bacteria,,,Firmicutes,Bacilli,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:22847:14432__kiwi2019__AG0320-004__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Tannerellaceae,,,Parabacteroides,uncultured Parabacteroides sp.
M01895:175:000000000-CJJKT:1:1101:7057:21045__kiwi2019__AG0320-441__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:26474:14395__kiwi2019__AG0320-082__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,,,,,
M01895:175:000000000-CJJKT:1:2101:6317:5319__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2108:23286:26145__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2111:20616:13513__kiwi2019__AG0320-114__515f,Bacteria,,,Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,,Sphingobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1101:27217:10728__kiwi2019__AG0320-305__515f,Bacteria,,,Firmicutes,Bacilli,,Lactobacillales,,Lactobacillaceae,,,Lactobacillus,
M01895:175:000000000-CJJKT:1:1107:5443:19007__kiwi2019__AG0320-069__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Microbacteriaceae,,,Leucobacter,
M01895:175:000000000-CJJKT:1:1111:9117:11308__kiwi2019__AG0320-032__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Micrococcaceae,,,Arthrobacter,
M01895:175:000000000-CJJKT:1:1112:23110:15657__kiwi2019__AG0320-122__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Odoribacteraceae,,,Odoribacter,
M01895:175:000000000-CJJKT:1:2102:18931:3125__kiwi2019__AG0320-692__515f,Bacteria,,,Bacteroidetes,Cytophagia,,Cytophagales,,Hymenobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2106:8688:13567__kiwi2019__AG0320-150__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:1821:13834__kiwi2019__AG0320-107__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Rikenellaceae,,,,
M01895:175:000000000-CJJKT:1:1101:23359:24508__kiwi2019__AG0320-246__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1103:20224:5225__kiwi2019__AG0320-075__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Corynebacteriales,,Nocardiaceae,,,Rhodococcus,
M01895:175:000000000-CJJKT:1:1106:7755:17115__kiwi2019__AG0320-058__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,Acetivibrio,uncultured Acetivibrio sp.
M01895:175:000000000-CJJKT:1:2104:8100:18190__kiwi2019__AG0320-293__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,Singulisphaera,uncultured Singulisphaera sp.
M01895:175:000000000-CJJKT:1:2113:16343:25012__kiwi2019__AG0320-770__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2114:23477:6327__kiwi2019__AG0320-701__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:6642:24836__kiwi2019__AG0320-636__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Oxalobacteraceae,,,,
